epoch,phase,e_rmse_mol,e_rmse_atom,f_rmse,e_mae,f_mae
470,train,0.147725,0.011263,0.101988,0.105966,0.073973
470,valid,0.146169,0.011987,0.184818,0.10461,0.12343
471,train,0.202016,0.0132,0.101601,0.13131,0.07395
471,valid,0.132341,0.010792,0.184962,0.093642,0.123654
472,train,0.15177,0.010943,0.10322,0.104172,0.074496
472,valid,0.131702,0.01073,0.18428,0.091836,0.123159
473,train,0.137172,0.010521,0.101927,0.098127,0.073909
473,valid,0.131962,0.010772,0.183728,0.090265,0.123064
474,train,0.159596,0.011833,0.101256,0.115487,0.073661
474,valid,0.144586,0.011892,0.183305,0.105633,0.122677
475,train,0.140603,0.010932,0.101177,0.102474,0.073663
475,valid,0.136755,0.011187,0.184166,0.095718,0.124111
476,train,0.164269,0.011867,0.100993,0.113916,0.073501
476,valid,0.185512,0.014967,0.183773,0.14463,0.122955
477,train,0.144419,0.011128,0.101155,0.106163,0.073612
477,valid,0.149253,0.012082,0.18369,0.108229,0.123045
478,train,0.139964,0.010748,0.101084,0.10042,0.073558
478,valid,0.156036,0.012661,0.183912,0.113894,0.123295
479,train,0.15227,0.011261,0.100982,0.10714,0.073542
479,valid,0.16121,0.01313,0.184099,0.114774,0.123623
480,train,0.143801,0.011098,0.101122,0.105812,0.073703
480,valid,0.133824,0.010963,0.184341,0.098425,0.123495
481,train,0.148037,0.011182,0.100841,0.107379,0.073402
481,valid,0.139269,0.011414,0.183573,0.099804,0.122637
482,train,0.142983,0.010757,0.100975,0.100359,0.073213
482,valid,0.138823,0.011368,0.183198,0.097459,0.123032
483,train,0.14312,0.010732,0.100569,0.101229,0.073249
483,valid,0.207877,0.0171,0.184412,0.175106,0.123481
484,train,0.152826,0.011307,0.100553,0.107237,0.072998
484,valid,0.170119,0.014016,0.183413,0.138816,0.122952
485,train,0.148709,0.011398,0.100242,0.109236,0.072888
485,valid,0.138991,0.011252,0.184343,0.095396,0.123141
486,train,0.148546,0.011142,0.10013,0.107336,0.072807
486,valid,0.151222,0.012308,0.183872,0.105887,0.123262
487,train,0.157243,0.011759,0.100124,0.111573,0.072912
487,valid,0.170099,0.0138,0.183141,0.126544,0.1229
488,train,0.145861,0.010869,0.100367,0.102025,0.072813
488,valid,0.162717,0.013357,0.183843,0.129916,0.123363
489,train,0.144767,0.011236,0.099955,0.10814,0.07273
489,valid,0.146814,0.011869,0.18376,0.107424,0.12332
490,train,0.144118,0.011133,0.100296,0.105846,0.072852
490,valid,0.135053,0.011018,0.184093,0.094699,0.123243
491,train,0.141544,0.010279,0.100036,0.095566,0.072837
491,valid,0.173959,0.014115,0.183742,0.130999,0.123533
492,train,0.133193,0.010292,0.099837,0.095372,0.072699
492,valid,0.166411,0.013469,0.183254,0.123822,0.122678
493,train,0.136084,0.010468,0.09956,0.097343,0.072392
493,valid,0.13873,0.011353,0.18318,0.098375,0.122932
494,train,0.142207,0.010332,0.09977,0.096486,0.072624
494,valid,0.137865,0.011326,0.183209,0.099987,0.122712
495,train,0.136361,0.010554,0.099832,0.097648,0.072393
495,valid,0.138067,0.011347,0.183649,0.101678,0.12298
496,train,0.13369,0.010445,0.09995,0.097028,0.072752
496,valid,0.138149,0.011261,0.184146,0.095828,0.122988
497,train,0.132139,0.010117,0.099966,0.093548,0.072503
497,valid,0.18032,0.014568,0.18349,0.138572,0.122891
498,train,0.144805,0.010466,0.099175,0.098265,0.07212
498,valid,0.142063,0.011559,0.183182,0.102275,0.122745
499,train,0.137476,0.010563,0.099329,0.100014,0.072249
499,valid,0.133889,0.010934,0.183446,0.096944,0.122843
