Frequency (cm⁻¹)	Intensity
1064	0.005899587734020097
1066	0.0053913305857208405
1068	0.005125841116841984
1070	0.005145274935161231
1072	0.005497071032926077
1074	0.006155948743772855
1076	0.0069561231302871325
1078	0.007590259500645537
1080	0.007756825890073558
1082	0.00750286222279621
1084	0.007323371958042978
1086	0.007826492547663766
1088	0.009439884081222876
1090	0.012252991442982144
1092	0.01594797682669514
1094	0.019845888409475456
1096	0.02328943024571417
1098	0.02594147264507435
1100	0.027384200584260443
1102	0.027355299395262673
1104	0.026665675714646408
1106	0.026524289033201774
1108	0.027176091712719185
1110	0.027676584620924368
1112	0.026929665163119034
1114	0.02471008991645232
1116	0.021179214164424632
1118	0.016748189913304033
1120	0.01234053059307279
1122	0.008842055187230288
1124	0.006718078173813268
1126	0.006058819177510086
1128	0.006684822445210079
1130	0.008218578264402797
1132	0.010150343493022953
1134	0.01196178669671812
1136	0.013303387604251683
1138	0.014262411884940734
1140	0.015150925312007296
1142	0.01583640938937429
1144	0.015634720462512488
1146	0.014068073320754906
1148	0.011603762110249754
1150	0.009104451472445046
1152	0.0071102936509642315
1154	0.005690619075344979
1156	0.004647820001247006
1158	0.003791558596789432
1160	0.0030611160989305053
1162	0.0024819772421363333
1164	0.0020778263680741624
1166	0.0018375090809261308
1168	0.0017258633095401002
1170	0.0017116273352724722
1172	0.0017938491077649442
1174	0.002019576627880825
1176	0.0024843768357884106
1178	0.0032951214728847615
1180	0.0044819272826465174
1182	0.005892147420267791
1184	0.0071404519329692565
1186	0.0077041790832143965
1188	0.0073001730684510826
1190	0.00620598489436028
1192	0.0049464156679127035
1194	0.003912522385820229
1196	0.0032627723594492865
1198	0.002971082942790519
1200	0.0029313497506801814
1202	0.0030434216941081704
1204	0.0032466500650999907
1206	0.0035161652924216554
1208	0.0038487428659603213
1210	0.0042525652561590304
1212	0.004743070621546101
1214	0.005343019189614105
1216	0.006085645681164533
1218	0.007022083089791605
1220	0.008239393871605485
1222	0.009913184608303972
1224	0.01247136568181586
1226	0.017046499513642104
1228	0.02644662030176605
1230	0.04653916824113755
1232	0.0868594216947843
1234	0.15799179332609034
1236	0.2639442841600851
1238	0.39209560473227806
1240	0.5077557272953602
1242	0.561583433183316
1244	0.5231034996342847
1246	0.41453334557709787
1248	0.28517907097012885
1250	0.1734914920355221
1252	0.09597141690792003
1254	0.05094907383575091
1256	0.028310629540695714
1258	0.01795856140537586
1260	0.013350048633598156
1262	0.011264858515898892
1264	0.010364988237849947
1266	0.010036151869749254
1268	0.009817575050764495
1270	0.009281809106785133
1272	0.008245031177060656
1274	0.006905887085347143
1276	0.0055872260368231424
1278	0.004510716513460681
1280	0.0037537555694307874
1282	0.0032940502746274755
1284	0.0030817010035194474
1286	0.003083873031624346
1288	0.003281787022963822
1290	0.0036426858451455188
1292	0.0041014250784399
1294	0.0045727349697433336
1296	0.005022867694046517
1298	0.0055153471310284705
1300	0.006080073563330308
1302	0.006605378169529547
1304	0.006933984668670416
1306	0.007080110538989414
1308	0.007160110729042654
1310	0.007127228416034373
1312	0.0067427065426338305
1314	0.005871436164274025
1316	0.004711691245899555
1318	0.0035713862874229107
1320	0.002651371474648884
1322	0.0020174752761533657
1324	0.0016412126991179117
1326	0.001458201626075617
1328	0.0014207190332073247
1330	0.0015229231905088455
1332	0.0018033320344019992
1334	0.0023353662375899006
1336	0.003210683897656849
1338	0.004515554287453653
1340	0.006300792067968655
1342	0.008574468469700398
1344	0.011306480533441847
1346	0.0143391506495016
1348	0.01738952564441848
1350	0.020113568632146056
1352	0.02209763121762621
1354	0.022940418770039495
1356	0.022071509951454047
1358	0.019215589148487696
1360	0.01512948390624287
1362	0.011080222750712436
1364	0.007925480335699469
1366	0.0058465118261410865
1368	0.004536539060109891
1370	0.0036242018785309967
1372	0.002976142887779181
1374	0.0026321062809606735
1376	0.002640630558230585
1378	0.0029460012031658762
1380	0.00334929181430337
1382	0.0035610930365783285
1384	0.00338125388088655
1386	0.002895074185486878
1388	0.0023645336189495442
1390	0.002007482203482145
1392	0.0019033591880101863
1394	0.001986501137364143
1396	0.002095638393849819
1398	0.0020743403893218205
1400	0.0018857704029310008
1402	0.0015919351626008107
1404	0.0012668588045707326
1406	0.0009737664187300577
1408	0.0007501062564159422
1410	0.0006011428606077351
1412	0.0005134899214436547
1414	0.0004688010135921401
1416	0.00045166491436453955
1418	0.00045334997154168025
1420	0.0004744198731442541
1422	0.0005307758612507176
1424	0.0006672462993927528
1426	0.0009754382022161015
1428	0.0015951722856189531
1430	0.0026639257290674307
1432	0.0041993606705963814
1434	0.005966857426911076
1436	0.007431356282758161
1438	0.007917960323641003
1440	0.007140482003380827
1442	0.005532601564749997
1444	0.0037700013120625423
1446	0.0023212512322719437
1448	0.0013529612240499428
1450	0.0008065430471115452
1452	0.00053545447709936
1454	0.00040875681923712847
1456	0.0003463306170548835
1458	0.00031011316956644546
1460	0.0002850312597263475
1462	0.0002656379845787078
1464	0.0002498385664032104
1466	0.00023662189555338336
1468	0.00022536949851816406
1470	0.00021565162075990761
1472	0.00020715393741318743
1474	0.00019964090397238388
1476	0.00019293301484196815
1478	0.00018689148193197814
1480	0.00018140758279800662
1482	0.00017639511485550378
1484	0.0001717849659817385
1486	0.00016752115213355186
1488	0.0001635578874284608
1490	0.00015985739113505648
1492	0.0001563882275425003
1494	0.00015312403589276864
1496	0.00015004254910237254
1498	0.00014712482858183755
1500	0.00014435466237923753
1502	0.0001417180879229764
1504	0.00013920301066118153
1506	0.00013679889712140615
1508	0.0001344965261774853
1510	0.00013228778618027654
1512	0.00013016550848014404
1514	0.00012812333001735888
1516	0.00012615557927705623
1518	0.0001242571811370893
1520	0.00012242357708014192
1522	0.0001206506579684625
1524	0.00011893470714375768
1526	0.0001172723520553437
1528	0.00011566052296575447
1530	0.0001140964175564586
1532	0.00011257747047357479
1534	0.00011110132702695984
1536	0.00010966582039528693
1538	0.00010826895180202453
1540	0.0001069088732182135
1542	0.00010558387222198177
1544	0.00010429235870525481
1546	0.00010303285316778158
1548	0.00010180397637951652
1550	0.00010060444022623965
1552	0.00009943303958138713
1554	0.0000982886450704725
1556	0.0000971701966140367
1558	0.00009607669765147486
1560	0.00009500720996189305
1562	0.00009396084900979635
1564	0.00009293677975327687
1566	0.00009193421286074035
1568	0.00009095240128934113
1570	0.00008999063718438185
1572	0.00008904824906414406
1574	0.00008812459925908559
1576	0.00008721908157819046
1578	0.00008633111917857124
1580	0.00008546016261729524
1582	0.0000846056880668874
1584	0.0000837671956781246
1586	0.00008294420807561109
1588	0.00008213626897326508
1590	0.00008134294189827644
1592	0.00008056380901335104
1594	0.00007979847002815497
1596	0.00007904654119184167
1598	0.00007830765435939369
1600	0.00007758145612526598
1602	0.00007686760701847803
1604	0.00007616578075389409
1606	0.00007547566353494966
1608	0.0000747969534035479
1610	0.00007412935963326157
1612	0.00007347260216234306
1614	0.00007282641106337448
1616	0.00007219052604668305
1618	0.00007156469599490912
1620	0.00007094867852635001
1622	0.00007034223958491533
1624	0.00006974515305471847
1626	0.00006915720039750075
1628	0.00006857817031123952
1630	0.00006800785840843026
1632	0.00006744606691265981
1634	0.00006689260437220031
1636	0.00006634728538945817
1638	0.00006580993036520703
1640	0.00006528036525661496
1642	0.00006475842134815957
1644	0.0000642439350345892
1646	0.00006373674761515758
1648	0.00006323670509841446
1650	0.0000627436580168909
1652	0.00006225746125106506
1654	0.00006177797386204008
1656	0.0000613050589324073
1658	0.00006083858341480359
1660	0.0000603784179877095
1662	0.00005992443691806322
1664	0.00005947651793029748
1666	0.00005903454208143155
1668	0.000058598393641876525
1670	0.00005816795998163369
1672	0.000057743131461588745
1674	0.000057323801329622334
1676	0.00005690986562127643
1678	0.00005650122306473213
1680	0.000056097774989871676
1682	0.00005569942524120846
1684	0.00005530608009448583
1686	0.000054917648176756005
1688	0.000054534040389760225
1690	0.000054155169836446744
1692	0.00005378095175046753
1694	0.00005341130342850804
1696	0.00005304614416531089
1698	0.0000526853951912629
1700	0.00005232897961242276
1702	0.00005197682235287254
1704	0.00005162885009928474
1706	0.00005128499124759986
1708	0.000050945175851718394
1710	0.000050609335574113706
1712	0.0000502774036382791
1714	0.00004994931478292634
1716	0.00004962500521785717
1718	0.000049304412581434
1720	0.0000489874758995793
1722	0.00004867413554623767
1724	0.0000483643332052367
1726	0.000048058011833487274
1728	0.000047755115625466036
1730	0.000047455589978926694
1732	0.000047159381461787695
1734	0.0000468664377801487
1736	0.00004657670774738867
1738	0.000046290141254301434
1740	0.00004600668924022712
1742	0.00004572630366513925
1744	0.00004544893748264903
1746	0.000045174544613891235
1748	0.00004490307992225622
1750	0.00004463449918893596
1752	0.000044368759089251424
1754	0.00004410581716973258
1756	0.0000438456318259212
1758	0.00004358816228086973
1760	0.00004333336856430961
1762	0.00004308121149246438
1764	0.000042831652648483356
1766	0.000042584654363473066
1768	0.00004234017969810471
1770	0.000042098192424776385
1772	0.00004185865701031046
1774	0.00004162153859916634
1776	0.0000413868029971508
1778	0.000041154416655607795
1780	0.00004092434665607113
1782	0.00004069656069536383
1784	0.00004047102707112828
1786	0.000040247714667772935
1788	0.000040026592942820656
1790	0.000039807631913645095
1792	0.000039590802144582574
1794	0.00003937607473440571
1796	0.00003916342130414774
1798	0.00003895281398526516
1800	0.00003874422540812757
1802	0.00003853762869082451
1804	0.00003833299742827811
1806	0.00003813030568165207
1808	0.00003792952796804731
1810	0.000037730639250474935
1812	0.000037533614928098006
1814	0.000037338430826732966
1816	0.00003714506318960309
1818	0.000036953488668335624
1820	0.00003676368431419519
1822	0.00003657562756954603
1824	0.00003638929625953605
1826	0.00003620466858399584
1828	0.000036021723109545894
1830	0.00003584043876190596
1832	0.000035660794818400245
1834	0.00003548277090065258
1836	0.00003530634696746586
1838	0.00003513150330788022
1840	0.00003495822053440466
1842	0.00003478647957641709
1844	0.00003461626167372768
1846	0.00003444754837030079
1848	0.000034280321508130933
1850	0.0000341145632212682
1852	0.000033950255929988965
1854	0.00003378738233510756
1856	0.000033625925412425026
1858	0.000033465868407310883
1860	0.00003330719482941442
1862	0.0000331498884475014
1864	0.00003299393328441335
1866	0.00003283931361214527
1868	0.000032686013947039065
1870	0.000032534019045089044
1872	0.00003238331389735692
1874	0.000032233883725492606
1876	0.00003208571397735882
1878	0.00003193879032275576
1880	0.000031793098649243666
1882	0.00003164862505806097
1884	0.00003150535586013424
1886	0.00003136327757217917
1888	0.000031222376912888555
1890	0.00003108264079920623
1892	0.00003094405634268391
1894	0.000030806610845919104
1896	0.00003067029179907183
1898	0.00003053508687645848
1900	0.000030400983933220094
1902	0.000030267971002063833
1904	0.00003013603629007537
1906	0.00003000516817560069
1908	0.000029875355205195106
1910	0.000029746586090638332
1912	0.000029618849706013253
1914	0.000029492135084847647
1916	0.000029366431417316435
1918	0.000029241728047503584
1920	0.0000291180144707219
1922	0.000028995280330889113
1924	0.000028873515417959363
1926	0.000028752709665408166
1928	0.00002863285314777011
1930	0.00002851393607822738
1932	0.000028395948806248384
1934	0.00002827888181527517
1936	0.000028162725720458184
1938	0.00002804747126643753
1940	0.000027933109325169514
1942	0.00002781963089379745
1944	0.000027707027092565422
1946	0.00002759528916277456
1948	0.000027484408464780083
1950	0.000027374376476028777
1952	0.00002726518478913564
1954	0.000027156825109998777
1956	0.000027049289255952027
1958	0.00002694256915395381
1960	0.00002683665683881195
1962	0.000026731544451443374
1964	0.000026627224237167908
1966	0.00002652368854403541
1968	0.000026420929821185573
1970	0.00002631894061723945
1972	0.00002621771357872227
1974	0.000026117241448516614
1976	0.000026017517064345308
1978	0.00002591853335728353
1980	0.0000258202833502992
1982	0.00002572276015682149
1984	0.00002562595697933606
1986	0.000025529867108007516
1988	0.000025434483919327354
1990	0.00002533980087478767
1992	0.00002524581151957972
1994	0.00002515250948131679
1996	0.00002505988846878101
1998	0.00002496794227069334
2000	0.000024876664754506663
2002	0.000024786049865220937
2004	0.000024696091624220383
2006	0.000024606784128131967
2008	0.00002451812154770505
2010	0.000024430098126711236
2012	0.000024342708180864643
2014	0.00002425594609676156
2016	0.0000241698063308395
2018	0.000024084283408355163
2020	0.000023999371922380675
2022	0.000023915066532818094
2024	0.000023831361965431504
2026	0.000023748253010896576
2028	0.000023665734523867075
2030	0.0000235838014220579
2032	0.00002350244868534475
2034	0.000023421671354879422
2036	0.000023341464532220936
2038	0.000023261823378482135
2040	0.000023182743113491077
2042	0.000023104219014967384
2044	0.000023026246417712918
2046	0.00002294882071281669
2048	0.000022871937346873637
2050	0.00002279559182121699
2052	0.00002271977969116408
2054	0.000022644496565275165
2056	0.00002256973810462505
2058	0.000022495500022087446
2060	0.000022421778081631512
2062	0.00002234856809763062
2064	0.000022275865934183014
2066	0.000022203667504443928
2068	0.000022131968769969436
2070	0.000022060765740071292
2072	0.000021990054471182852
2074	0.00002191983106623583
2076	0.000021850091674047537
2078	0.000021780832488718696
2080	0.00002171204974904129
2082	0.000021643739737916568
2084	0.000021575898781782786
2086	0.000021508523250052673
2088	0.000021441609554560354
2090	0.00002137515414901753
2092	0.00002130915352847895
2094	0.000021243604228816632
2096	0.000021178502826203146
2098	0.00002111384593660332
2100	0.000021049630215274675
2102	0.000020985852356275987
2104	0.000020922509091984285
2106	0.000020859597192619718
2108	0.000020797113465778458
2110	0.000020735054755973366
2112	0.00002067341794418231
2114	0.00002061219994740394
2116	0.00002055139771822096
2118	0.00002049100824437061
2120	0.000020431028548322294
2122	0.000020371455686862188
2124	0.000020312286750684864
2126	0.000020253518863991622
2128	0.00002019514918409546
2130	0.00002013717490103275
2132	0.00002007959323718125
2134	0.00002002240144688456
2136	0.000019965596816082692
2138	0.000019909176661949
2140	0.000019853138332532967
2142	0.00001979747920640912
2144	0.00001974219669233166
2146	0.000019687288228894964
2148	0.00001963275128419975
2150	0.000019578583355524796
2152	0.000019524781969004226
2154	0.000019471344679310227
2156	0.000019418269069341006
2158	0.000019365552749914208
2160	0.000019313193359465283
2162	0.000019261188563751176
2164	0.000019209536055558912
2166	0.00001915823355441926
2168	0.000019107278806325173
2170	0.0000190566695834551
2172	0.000019006403683901147
2174	0.000018956478931401746
2176	0.000018906893175079133
2178	0.000018857644289181237
2180	0.000018808730172828224
2182	0.00001876014874976329
2184	0.00001871189796810809
2186	0.00001866397580012223
2188	0.00001861638024196724
2190	0.000018569109313474635
2192	0.000018522161057918216
2194	0.000018475533541790466
2196	0.000018429224854582974
2198	0.000018383233108570976
2200	0.000018337556438601712
2202	0.0000182921930018869
2204	0.000018247140977798872
2206	0.00001820239856767079
2208	0.00001815796399460041
2210	0.00001811383550325785
2212	0.00001807001135969685
2214	0.000018026489851169843
2216	0.000017983269285946657
2218	0.000017940347993136783
2220	0.000017897724322515237
2222	0.000017855396644352004
2224	0.000017813363349244813
2226	0.000017771622847955727
2228	0.000017730173571250798
2230	0.000017689013969743432
2232	0.000017648142513740945
2234	0.000017607557693094694
2236	0.000017567258017053293
2238	0.000017527242014119394
2240	0.00001748750823190964
2242	0.00001744805523701783
2244	0.000017408881614881518
2246	0.000017369985969651717
2248	0.00001733136692406581
2250	0.00001729302311932374
2252	0.00001725495321496735
2254	0.000017217155888762905
2256	0.00001717962983658672
2258	0.000017142373772314002
2260	0.000017105386427710824
2262	0.000017068666552329194
2264	0.000017032212913405167
2266	0.00001699602429576032
2268	0.000016960099501705995
2270	0.000016924437350950925
2272	0.000016889036680511768
2274	0.00001685389634462685
2276	0.000016819015214672956
2278	0.0000167843921790852
2280	0.00001675002614328001
2282	0.00001671591602958122
2284	0.000016682060777149234
2286	0.000016648459341913332
2288	0.000016615110696507044
2290	0.000016582013830206696
2292	0.000016549167748873054
2294	0.000016516571474896108
2296	0.000016484224047143055
